id,description,categorie_id,description_sommaire,prix_liste,prix_unitaire,quantite_min,date_mise_a_jour,fournisseur_id,code_fournisseur
2573,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M5 x 0.8 mm Thread, 35 mm Long, Partially Threaded, Packs of 50",51,"Black-Oxide Alloy Steel Socket Head Screw, M5 x 0.8 mm Thread, 35 mm Long, Partially Threaded, Packs of 50",10.99,,,2020-08-26,,91290A256
2574,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 10 mm Long, Packs of 100",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 10 mm Long, Packs of 100",11.64,,,2020-08-26,,91290A316
2575,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 15 mm Long, Packs of 100",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 15 mm Long, Packs of 100",11.17,,,2020-08-26,,91290A320
2576,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 20 mm Long, Packs of 100",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 20 mm Long, Packs of 100",14.62,,,2020-08-26,,91290A326
2577,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 25 mm Long, Packs of 50",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 25 mm Long, Packs of 50",7.92,,,2020-08-26,,91290A330
2578,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 30 mm Long, Packs of 50",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 30 mm Long, Packs of 50",8.52,,,2020-08-26,,91290A332
2579,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 35 mm Long, Fully Threaded, Packs of 10",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 35 mm Long, Fully Threaded, Packs of 10",5.08,,,2020-08-26,,91290A202
2580,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 40 mm Long, Fully Threaded, Packs of 10",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 40 mm Long, Fully Threaded, Packs of 10",5.86,,,2020-08-26,,91290A203
2581,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 40 mm Long, Partially Threaded, Packs of 50",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 40 mm Long, Partially Threaded, Packs of 50",9.97,,,2020-08-26,,91290A336
2582,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 45 mm Long, Fully Threaded, Packs of 10",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 45 mm Long, Fully Threaded, Packs of 10",5.17,,,2020-08-26,,91290A204
2583,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 50 mm Long, Fully Threaded, Packs of 10",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 50 mm Long, Fully Threaded, Packs of 10",7.58,,,2020-08-26,,91290A205
2584,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 50 mm Long, Partially Threaded, Packs of 50",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 50 mm Long, Partially Threaded, Packs of 50",11.21,,,2020-08-26,,91290A340
2585,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 55 mm Long, Fully Threaded, Packs of 5",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 55 mm Long, Fully Threaded, Packs of 5",7.33,,,2020-08-26,,91290A206
2586,"VISSERIE    Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 60 mm Long, Fully Threaded, Packs of 5",51,"Black-Oxide Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 60 mm Long, Fully Threaded, Packs of 5",5.52,,,2020-08-26,,91290A207
2587,"VISSERIE    Black-Oxide Steel Square Washer for M22 Screw Size, 28 mm ID",51,"Black-Oxide Steel Square Washer for M22 Screw Size, 28 mm ID",3.59,,,2021-02-01,,91128A315
2588,VISSERIE    Blue Die Spring for 20 mm Hole Diameter 38 mm Long,51,Blue Die Spring for 20 mm Hole Diameter 38 mm Long,5.08,,,2021-03-17,,1804N17
2589,"VISSERIE    Blue-Dyed Zinc-Plated Alloy Steel Socket Head Screw M10 x 1.5 mm Thread, 80 mm Long",51,"Blue-Dyed Zinc-Plated Alloy Steel Socket Head Screw M10 x 1.5 mm Thread, 80 mm Long",9.91,,,2020-08-25,,91502A234
2590,VISSERIE    BOLT M10X1.50X40933,51,BOLT M10X1.50X40933,0.2124,,,2016-28-04,,M10X1.50X40933
2591,VISSERIE    Bolt-Down Swivel Leveling Mount with 102 mm Long M16 Threaded Stud,51,Bolt-Down Swivel Leveling Mount with 102 mm Long M16 Threaded Stud,24.1,,,2018-08-08,,LAF-9969-097
2592,"VISSERIE    Bolt-Down Swivel Leveling Mount
with 6"" Long 1/2""-13 Threaded Stud and 3"" Diameter Base",51,"Bolt-Down Swivel Leveling Mount
with 6"" Long 1/2""-13 Threaded Stud and 3"" Diameter Base",7.59,,,2021-04-07,,2531k114
2593,VISSERIE    C.NUT M16 X 2,51,C.NUT M16 X 2,2.39,,,2019-09-03,,CNM16
2594,VISSERIE    Cabinet for Taps with 3 Drawers and 26 Compartments,51,Cabinet for Taps with 3 Drawers and 26 Compartments,117.6,,,2021-02-03,,2543A46
2595,VISSERIE    Cabinet for Taps with 3 Drawers and 29 Compartments,51,Cabinet for Taps with 3 Drawers and 29 Compartments,120.04,,,2021-02-12,,2543A49
2596,"VISSERIE    Cable Tie Mount for 0.21"" x 0.06"" Tie, Adhesive/Screw-In, Off-White",51,"Cable Tie Mount for 0.21"" x 0.06"" Tie, Adhesive/Screw-In, Off-White",7.15,,,2021-02-12,,7566K25
2597,"VISSERIE    Carbon Steel Acme Hex Nut Left Hand, 1-1/4""-4 Thread Size, 1-3/16"" High",51,"Carbon Steel Acme Hex Nut Left Hand, 1-1/4""-4 Thread Size, 1-3/16"" High",8.88,,,2021-03-17,,91808A118
2598,"VISSERIE    Carbon Steel Bearing Retaining Nut Chamfered Face, M15 x 1 mm Thread Size",51,"Carbon Steel Bearing Retaining Nut Chamfered Face, M15 x 1 mm Thread Size",5,,,2020-08-20,,3554N13
2599,"VISSERIE    Carbon Steel Bearing Retaining Nut Stepped Face, M16 x 1.5 mm Thread Size",51,"Carbon Steel Bearing Retaining Nut Stepped Face, M16 x 1.5 mm Thread Size",8,,,2021-05-05,,3564N14
2600,"VISSERIE    Clamping Shaft Coupling Steel, for 1"" x 1"" Diameter Keyed Shaft",51,"Clamping Shaft Coupling Steel, for 1"" x 1"" Diameter Keyed Shaft",64.81,,,2021-02-16,,61005K166
2601,"VISSERIE    Class 10.9 High-Strength Steel Threaded Rod M12 x 1.75 mm Thread Size, 1 M Long",51,"Class 10.9 High-Strength Steel Threaded Rod M12 x 1.75 mm Thread Size, 1 M Long",13.42,,,2020-10-07,,1078N14
2602,"VISSERIE    Class 10.9 High-Strength Steel Threaded Rod M12 x 1.75 mm Thread Size, 1 M Long",51,"Class 10.9 High-Strength Steel Threaded Rod M12 x 1.75 mm Thread Size, 1 M Long",13.42,,,2021-01-05,,1078N14
2603,"VISSERIE    Class 10.9 High-Strength Steel Threaded Rod M8 x 1.25 mm Thread Size, 1 M Long",51,"Class 10.9 High-Strength Steel Threaded Rod M8 x 1.25 mm Thread Size, 1 M Long",11.71,,,2021-02-16,,1078N12
2604,"VISSERIE    Clear Hard Tubing for Food and Beverage 3/8"" ID, 1/2"" OD, 6 Feet Long",51,"Clear Hard Tubing for Food and Beverage 3/8"" ID, 1/2"" OD, 6 Feet Long",13.53,,,2021-02-16,,53945K14
2605,VISSERIE    COLLET DE SERRAGE 17 OET,51,COLLET DE SERRAGE 17 OET,0.83,,,2020-10-20,,17 OET
2606,VISSERIE    COLLET DE SERRAGE PNEUMATIQUE / EAU  3/4'',51,COLLET DE SERRAGE PNEUMATIQUE / EAU  3/4'',0.75,,,2020-10-20,,B6H
2607,VISSERIE    Collier de serrage à 2 oreilles 28 – 31 mm-,51,Collier de serrage à 2 oreilles 28 – 31 mm-,1.15,,,2020-11-09,,48.334
2608,"VISSERIE    Compression Spring 0.75"" Long, 0.3"" OD, 0.218"" ID",51,"Compression Spring 0.75"" Long, 0.3"" OD, 0.218"" ID",11.09,,,2020-11-02,,9657K287
2609,"VISSERIE    Compression Spring 5"" Long, 0.875"" OD, 0.635"" ID",51,"Compression Spring 5"" Long, 0.875"" OD, 0.635"" ID",15.02,,,2020-11-02,,9657K468
2610,VISSERIE    COUPLING NUT 1/4-20 NC X 7/8,51,COUPLING NUT 1/4-20 NC X 7/8,0.25,,,2018-06-13,,155-302
2611,VISSERIE    Device Stand-Compact Flange,51,Device Stand-Compact Flange,26.46,,,2018-06-29,,MFSLF20
2612,VISSERIE    DISC SPRING 3/8 ID X 3/4 OD SS,51,DISC SPRING 3/8 ID X 3/4 OD SS,2.31,,,2017-01-25,,680-823
2613,"VISSERIE    Dowel Pin, 4037 Alloy Steel, 3/8"" Diameter, 2-1/4"" Long, packs of 10",51,"Dowel Pin, 4037 Alloy Steel, 3/8"" Diameter, 2-1/4"" Long, packs of 10",9.39,,,2020-12-28,,98381A633
2614,"VISSERIE    Dowel Pin, Black-Oxide 1144 Carbon Steel, 1/4"" Diameter, 1"" Long, Packs of 25",51,"Dowel Pin, Black-Oxide 1144 Carbon Steel, 1/4"" Diameter, 1"" Long, Packs of 25",9.69,,,2021-04-07,,98381A330
2615,VISSERIE    DOWELL 6MM X 30MM,51,DOWELL 6MM X 30MM,0.628,,,2017-05-29,,238-150
2616,VISSERIE    DOWELL PIN 1/4 X 1,51,DOWELL PIN 1/4 X 1,0.3721,,,2020-01-14,,DP1/4X1
2617,VISSERIE    DOWELL PIN 1/4 X 1 1/2,51,DOWELL PIN 1/4 X 1 1/2,0.7085,,,2020-11-09,,DP1/4X112
2618,VISSERIE    DOWELL PIN 1/4 X 1/2,51,DOWELL PIN 1/4 X 1/2,0.2866,,,2015-12-07,,DP1/4X1/2
2619,VISSERIE    DOWELL PIN 1/4 X 1-1/4,51,DOWELL PIN 1/4 X 1-1/4,0.21,,,,,DP1/4X1-1/4
2620,VISSERIE    DOWELL PIN 1/4 X 1-3/4,51,DOWELL PIN 1/4 X 1-3/4,0.84,,,2020-07-01,,DP1/4X1-3/4
2621,VISSERIE    DOWELL PIN 1/4'' X 2'',51,DOWELL PIN 1/4'' X 2'',0.35,,,2016-04-12,,DP14X2
2622,VISSERIE    DOWELL PIN 1/4 X 3/4,51,DOWELL PIN 1/4 X 3/4,0.3014,,,2020-01-14,,DP1/4X3/4
2623,VISSERIE    DOWELL PIN 1/4 X 5/8,51,DOWELL PIN 1/4 X 5/8,0.38,,,2020-01-14,,DP1/4X5/8
2624,VISSERIE    DOWELL PIN 3/16 X 1,51,DOWELL PIN 3/16 X 1,0.244,,,2016-02-19,,DP3/16X1
2625,VISSERIE    DOWELL PIN 3/16 X 1 1/2,51,DOWELL PIN 3/16 X 1 1/2,0.27,,,2016-05-12,,DP3/16X112
2626,VISSERIE    DOWELL PIN 3/16 X 1 3/4,51,DOWELL PIN 3/16 X 1 3/4,0.3,,,,,DP3/16X134
2627,VISSERIE    DOWELL PIN 3/16 X 1/2,51,DOWELL PIN 3/16 X 1/2,0.25,,,,,DP3/16X12
2628,VISSERIE    DOWELL PIN 3/16 X 3/4,51,DOWELL PIN 3/16 X 3/4,0.2353,,,2016-04-29,,DP3/16X3/4
2629,VISSERIE    DOWELL PIN 3/8 X 1-1/2,51,DOWELL PIN 3/8 X 1-1/2,1.42,,,2020-02-25,,DP38X112
2630,VISSERIE    DOWELL PIN 3/8 X 1-1/2,51,DOWELL PIN 3/8 X 1-1/2,,,,,,
2631,VISSERIE    DOWELL PIN 3/8 X 2,51,DOWELL PIN 3/8 X 2,1.62,,,2020-02-25,,DP38X2
2632,VISSERIE    DOWELL PIN 5/16 X 1,51,DOWELL PIN 5/16 X 1,0.67,,,2020-01-14,,DP516X1
2633,VISSERIE    DOWELL PIN 5/16 X 1/2,51,DOWELL PIN 5/16 X 1/2,1.218,,,2016-11-08,,DP516X12
2634,VISSERIE    DOWELL PIN 5/16 X 1-1/2,51,DOWELL PIN 5/16 X 1-1/2,,,,,,
2635,VISSERIE    DOWELL PIN 5/16 X 2-1/2,51,DOWELL PIN 5/16 X 2-1/2,1.27,,,2016-08-29,,DP516X212
2636,VISSERIE    DOWELL PIN 5/16 X 3/4,51,DOWELL PIN 5/16 X 3/4,0.19,,,2016-10-20,,DP516X34
2637,VISSERIE    DOWELL PIN 6 MM X 10MM,51,DOWELL PIN 6 MM X 10MM,0.56,,,2019-01-16,,DP6MM10
2638,VISSERIE    DOWELL PIN 6 MM X 15 MM,51,DOWELL PIN 6 MM X 15 MM,0.35,,,2019-01-16,,DP6MM15
2639,VISSERIE    DOWELL PIN 6 MM X 20MM,51,DOWELL PIN 6 MM X 20MM,0.4263,,,2018-08-28,,DP6MM20
2640,VISSERIE    DOWELL PIN 6 MM X 25MM,51,DOWELL PIN 6 MM X 25MM,0.6158,,,2018-05-31,,DP6MM25
2641,VISSERIE    DOWELL PIN 6 MM X 40 MM,51,DOWELL PIN 6 MM X 40 MM,,,,,,DP6MM40
2642,VISSERIE    DOWELL PIN 6 MM X 50 MM,51,DOWELL PIN 6 MM X 50 MM,0.956,,,2020-10-15,,DP6MM50
2643,VISSERIE    DOWELL SLOT 1/4-20 30MM X 10MM,51,DOWELL SLOT 1/4-20 30MM X 10MM,0.7426,,,2018-08-22,,226-G05-1P
2644,"VISSERIE    Easy-to-Weld 4130 Alloy Steel Round Tube 0.035"" Wall Thickness, 1/4"" OD X 72''",51,"Easy-to-Weld 4130 Alloy Steel Round Tube 0.035"" Wall Thickness, 1/4"" OD X 72''",26.54,,,2020-10-07,,89955K219
2645,"VISSERIE    Easy-to-Weld 4130 Alloy Steel Round Tube 0.120"" Wall Thickness, 3/4"" OD, 3 Feet Long",51,"Easy-to-Weld 4130 Alloy Steel Round Tube 0.120"" Wall Thickness, 3/4"" OD, 3 Feet Long",34.81,,,2021-01-05,,89955K839
2646,VISSERIE    ECROU 5/8 NC NOIR,51,ECROU 5/8 NC NOIR,0.1876,,,2016-04-13,,HN5/8NCG5NOIR
2647,VISSERIE    ECROU DE TIGE CYL. d63 (M16x1.5),51,ECROU DE TIGE CYL. d63 (M16x1.5),1.45,,,2017-08-18,,1320.63.18F
2648,VISSERIE    ECROU M12 NOIR,51,ECROU M12 NOIR,0.1598,,,2019-05-10,,HNM12G5NOIR
2649,VISSERIE    ECROU MOLLETER M6 SPEANAUR AVEC ÉPAULEMENT,51,ECROU MOLLETER M6 SPEANAUR AVEC ÉPAULEMENT,9.63,,,2019-02-18,,149-043
2650,VISSERIE    ECROU MOLLETER M6 SPEANAUR SANS ÉPAULEMENT,51,ECROU MOLLETER M6 SPEANAUR SANS ÉPAULEMENT,4.66,,,2019-02-21,,149-053
2651,VISSERIE    ECROU POUR TIGE D.32 M10 X 1.25,51,ECROU POUR TIGE D.32 M10 X 1.25,0.91,,,2017-08-18,,1320.32.18F
2652,"VISSERIE    ELINGUE CHAINE ""ALLOY"",GRADE 100 - 4' X 9/32"", TYPE CO",51,"ELINGUE CHAINE ""ALLOY"",GRADE 100 - 4' X 9/32"", TYPE CO",92.24,,,2016-02-02,,AL-4B
2653,VISSERIE    EYE BOLT 1/2'' -13,51,EYE BOLT 1/2'' -13,5.67,,,2016-06-17,,BS-16
2654,VISSERIE    FHCS M6 X 15 MM PLAQUE,51,FHCS M6 X 15 MM PLAQUE,0.1554,,,2021-02-02,,FHCSM615P
2655,"VISSERIE    Fine-Thread 18-8 Stainless Steel Hex Nut Black Oxide, M20 x 1.50 mm Thread",51,"Fine-Thread 18-8 Stainless Steel Hex Nut Black Oxide, M20 x 1.50 mm Thread",11.03,,,2021-04-01,,93850A122
2656,"VISSERIE    Fine-Thread Alloy Steel Socket Head Screw M12 x 1.5 mm Thread, 25 mm Long",51,"Fine-Thread Alloy Steel Socket Head Screw M12 x 1.5 mm Thread, 25 mm Long",9.26,,,2020-11-26,,96144A298
2657,"VISSERIE    Fine-Thread Alloy Steel Socket Head Screw M8 x 1 mm Thread, 16 mm Long",51,"Fine-Thread Alloy Steel Socket Head Screw M8 x 1 mm Thread, 16 mm Long",8.33,,,2020-11-26,,96144A216
2658,"VISSERIE    Fine-Thread Medium-Strength Steel Thin Hex Nut, Class 04, M30 x 2.00 mm Thread Size",51,"Fine-Thread Medium-Strength Steel Thin Hex Nut, Class 04, M30 x 2.00 mm Thread Size",5.4,,,2021-04-15,,90326A222
2659,"VISSERIE    Five Lobes Knob, Plast., Steel Stud, METRIC, Dia. 50 mm, Stud M10 x 30 MM",51,"Five Lobes Knob, Plast., Steel Stud, METRIC, Dia. 50 mm, Stud M10 x 30 MM",7.08,,,2016-11-29,,LAF-3140-002
2660,VISSERIE    FLAT AND HELICAL LOCKWASHER    IMPERIAL    270 MX,51,FLAT AND HELICAL LOCKWASHER,13.26,,,2019-02-20,,804-082
2661,VISSERIE    FLAT AND HELICAL LOCKWASHER    METRIC    280 MX,51,FLAT AND HELICAL LOCKWASHER,13.5,,,2019-02-20,,804-081
2662,"VISSERIE    Flat Spray Nozzle Brass, 1/4 NPT Male, 0.3 gpm At 20 PSI, 30 Degree Angle",51,"Flat Spray Nozzle Brass, 1/4 NPT Male, 0.3 gpm At 20 PSI, 30 Degree Angle",5.34,,,2021-02-12,,3404K75
2663,VISSERIE    FLAT WASHER #10 BOITE DE 100,51,FLAT WASHER #10 BOITE DE 100,2.24,,,09-07-2016,,154-010FW
2664,VISSERIE    FLAT WASHER M12 ZINC,51,FLAT WASHER M12 ZINC,0.0636,,,2020-12-21,,FW M12 P
2665,VISSERIE    FLAT WASHER M16 ZINC,51,FLAT WASHER M16 ZINC,0.0978,,,2020-12-21,,FW M16 P
2666,"VISSERIE    FLATE 01 (0,25'' X 24'' X 36'' )",51,"FLATE 01 (0,25'' X 24'' X 36'' )",81.75,,,2016-08-12,,0000511
2667,VISSERIE    FLATE 01 (1'' X 6'' X 36''),51,FLATE 01 (1'' X 6'' X 36''),299,,,2016-08-12,,00005291
2668,VISSERIE    FLATE WASHER #10,51,FLATE WASHER #10,0.02,,,2016-20-04,,FW-154-010
2669,VISSERIE    FLATE WASHER 1/2'' NOIR,51,FLATE WASHER 1/2'' NOIR,0.092,,,2019-05-10,,FW1/2N
2670,VISSERIE    FLATE WASHER 1/2'' ZINC    1 LBS,51,FLATE WASHER 1/2'' ZINC,2.0793,,,2020-01-16,,FW12P
2671,VISSERIE    FLATE WASHER 1/4'' NOIR    1 BLS,51,FLATE WASHER 1/4'' NOIR,2.3,,,2016-04-05,,FW1/4N
2672,VISSERIE    FLATE WASHER 1/4'' zinc    1 LBS,51,FLATE WASHER 1/4'' zinc,2.3,,,2020-08-24,,FW1/4P
2673,VISSERIE    FLATE WASHER 3/8'' ZINC    1 lbs,51,FLATE WASHER 3/8'' ZINC,1.83,,,2020-07-01,,FW38P
2674,VISSERIE    FLATE WASHER 5/16'' NOIR     1 LBS,51,FLATE WASHER 5/16'' NOIR,2.29,,,2020-07-01,,FW5/16N
2675,VISSERIE    FLATE WASHER M10 BOITE DE 100,51,FLATE WASHER M10 BOITE DE 100,3.25,,,2020-09-02,,FW M10
2676,VISSERIE    FLATE WASHER M10 PLAQUES BOITE DE 100,51,FLATE WASHER M10 PLAQUES BOITE DE 100,3.72,,,2020-09-29,,FWM10P
2677,VISSERIE    FLATE WASHER M12 PK 100X,51,FLATE WASHER M12 PK 100X,5.1,,,2020-09-29,,FW M12
2678,VISSERIE    FLATE WASHER M12 PLAQUEE PK 100X,51,FLATE WASHER M12 PLAQUEE PK 100X,6.36,,,2020-09-14,,FW M12P
2679,VISSERIE    FLATE WASHER M20,51,FLATE WASHER M20,0.168,,,2020-10-02,,FW M20P
2680,VISSERIE    FLATE WASHER M3 PLAQUES BOITE DE 100,51,FLATE WASHER M3 PLAQUES BOITE DE 100,1.14,,,2020-09-29,,FWM3P
2681,VISSERIE    FLATE WASHER M4 BOITE DE 100,51,FLATE WASHER M4 BOITE DE 100,0.52,,,2020-08-17,,FW M4
2682,VISSERIE    FLATE WASHER M5 BOITE DE 100,51,FLATE WASHER M5 BOITE DE 100,0.9,,,2020-08-17,,FW M5
2683,VISSERIE    FLATE WASHER M6 BOITE DE 100,51,FLATE WASHER M6 BOITE DE 100,1.26,,,2020-08-17,,FW M6
2684,VISSERIE    FLATE WASHER M8 BOITE DE 100,51,FLATE WASHER M8 BOITE DE 100,2.14,,,2020-09-02,,FW M8
2685,VISSERIE    FLATE WASHER M8 PLAQUES BOITE DE 100,51,FLATE WASHER M8 PLAQUES BOITE DE 100,2.02,,,2020-09-29,,FWM8P
2686,"VISSERIE    Forney 72547 Wire Spring Extension, 9/16-Inch-by-4-Inch-by-.047-Inch, 2-Pack",51,"Forney 72547 Wire Spring Extension, 9/16-Inch-by-4-Inch-by-.047-Inch, 2-Pack",9,,,2019-04-18,,72547
2687,"VISSERIE    Forney 72567 Wire Spring Extension, 13/16-Inch-by-4 1/2-Inch-by-.047-Inch, 2-Pack",51,"Forney 72567 Wire Spring Extension, 13/16-Inch-by-4 1/2-Inch-by-.047-Inch, 2-Pack",9.67,,,2019-04-18,,72567
2688,"VISSERIE    Fully Threaded T-Slot Nut Black-Oxide Steel, M6 x 1 mm Thread, for 8 mm Wide Slot",51,"Fully Threaded T-Slot Nut Black-Oxide Steel, M6 x 1 mm Thread, for 8 mm Wide Slot",4.76,,,2021-02-12,,90510A211
2689,"VISSERIE    General Purpose Zinc-Plated Steel Washer for M10 Screw Size, 10.500 mm ID, 18 mm OD, Packs of 100",51,"General Purpose Zinc-Plated Steel Washer for M10 Screw Size, 10.500 mm ID, 18 mm OD, Packs of 100",8,,,2021-01-22,,98688A118
2690,"VISSERIE    General Purpose Zinc-Plated Steel Washer for M6
Screw Size, 6.400 mm ID, 11 mm OD, Packs of
100",51,"General Purpose Zinc-Plated Steel Washer for M6
Screw Size, 6.400 mm ID, 11 mm OD, Packs of
100",4.29,,,2021-01-22,,98688A116
2691,"VISSERIE    General Purpose Zinc-Plated Steel Washer for M8
Screw Size, 8.400 mm ID, 15 mm OD, Packs of
100",51,"General Purpose Zinc-Plated Steel Washer for M8
Screw Size, 8.400 mm ID, 15 mm OD, Packs of
100",6.86,,,2021-01-22,,98688A117
2692,"VISSERIE    General Purpose Zinc-Plated Steel Washer for
M12 Screw Size, 13 mm ID, 20 mm OD, Packs of
100",51,"General Purpose Zinc-Plated Steel Washer for
M12 Screw Size, 13 mm ID, 20 mm OD, Packs of
100",11.43,,,2021-01-22,,98688A119
2693,"VISSERIE    Grade B7 Medium-Strength Steel Threaded Rod, Zinc Yellow-Chromate Plated, M24 x 3 mm Thread Size, 1 M Long",51,"Grade B7 Medium-Strength Steel Threaded Rod, Zinc Yellow-Chromate Plated, M24 x 3 mm Thread Size, 1 M Long",23.83,,,2021-01-22,,6120K37
2694,VISSERIE    Green Die Spring for 20 mm Hole Diameter 38 mm Long,51,Green Die Spring for 20 mm Hole Diameter 38 mm Long,5.62,,,2021-03-17,,1804N128
2695,"VISSERIE    Hand Retractable Plunger, Locking, Steel, w/Locking Element, 1/2-13, Force",51,"Hand Retractable Plunger, Locking, Steel, w/Locking Element, 1/2-13, Force",21.33,,,2020-10-08,,LAF-1261-003
2696,"VISSERIE    Handwheel, Aluminum, W/ Hdl, Dia. 3""",51,"Handwheel, Aluminum, W/ Hdl, Dia. 3""",37.88,,,2017-09-08,,LAF-3212-001
2697,"VISSERIE    HDL ADJ. PLAST. 1,65 LG X 1/4-20 X 3/8''",51,"HDL ADJ. PLAST. 1,65 LG X 1/4-20 X 3/8''",9.77,,,2016-05-24,,LAF-3114-101
2698,VISSERIE    HEAD PRESS FIT BUSHING ID- 1/8,51,HEAD PRESS FIT BUSHING ID- 1/8,16.97,,,2016-02-16,,LAF-H-20-16-0.1250
2699,"VISSERIE    Headless Shoulder Screws, 5.5 mm Shoulder Diameter, 6 mm Shoulder Length",51,"Headless Shoulder Screws, 5.5 mm Shoulder Diameter, 6 mm Shoulder Length",6.86,,,2021-04-15,,94128A108
2700,"VISSERIE    Headless Shoulder Screws, 8 mm Shoulder Diameter, 8 mm Shoulder Length",51,"Headless Shoulder Screws, 8 mm Shoulder Diameter, 8 mm Shoulder Length",5.71,,,2021-04-15,,94128A116
2701,"VISSERIE    Heavy Duty Leveling Mount, 6"" Long 1/2""-13 Threaded Stud, Zinc-Plated Steel, 3-3/16"" Diameter",51,"Heavy Duty Leveling Mount, 6"" Long 1/2""-13 Threaded Stud, Zinc-Plated Steel, 3-3/16"" Diameter",8.89,,,2020-08-26,,62805K46
2702,"VISSERIE    Heavy Duty Threaded-Stud Bumper Polyurethane, 1/4""-20 Thread Size, 3/4"" Thread Length, 1"" OD",51,"Heavy Duty Threaded-Stud Bumper Polyurethane, 1/4""-20 Thread Size, 3/4"" Thread Length, 1"" OD",11.09,,,2021-02-16,,9546K185
2703,"VISSERIE    Heavy-Duty Unthreaded Bumper Polyurethane Rubber, Aluminum Base, 1-1/2"" Long, 1"" Wide, 3/4"" High",51,"Heavy-Duty Unthreaded Bumper Polyurethane Rubber, Aluminum Base, 1-1/2"" Long, 1"" Wide, 3/4"" High",15.27,,,2020-10-23,,9306K26
2704,"VISSERIE    Heavy-Duty Unthreaded Bumper Polyurethane Rubber, Aluminum Base, 2"" Long, 1"" Wide, 1"" High",51,"Heavy-Duty Unthreaded Bumper Polyurethane Rubber, Aluminum Base, 2"" Long, 1"" Wide, 1"" High",12.99,,,2021-02-12,,9306K73
2705,"VISSERIE    Heavy-Duty Unthreaded Bumper Polyurethane, Steel Base, 2-1/2"" Long, 5/8"" Wide, 5/8"" High",51,"Heavy-Duty Unthreaded Bumper Polyurethane, Steel Base, 2-1/2"" Long, 5/8"" Wide, 5/8"" High",10.5,,,2020-11-02,,9306K19
2706,"VISSERIE    Heavy-Duty Unthreaded Bumper Polyurethane, Steel Base, 2-1/2"" Long, 5/8"" Wide, 5/8"" High",51,"Heavy-Duty Unthreaded Bumper Polyurethane, Steel Base, 2-1/2"" Long, 5/8"" Wide, 5/8"" High",10.5,,,2021-02-12,,9306K19
2707,VISSERIE    HEX NUT M16X1.5 FINE THREAD / SPEANAUR,51,HEX NUT M16X1.5 FINE THREAD / SPEANAUR,1.41,,,2019-09-04,,156-043
2708,VISSERIE    Hex Socket Screw point 4mm Spaenaur # 481-250,51,Hex Socket Screw point 4mm Spaenaur # 481-250,0.1867,,100.0,2017-06-07,,481-250
2709,"VISSERIE    HEX, NUT 1/2 NC - NYLON",51,"HEX, NUT 1/2 NC - NYLON",0.192,,,2016-02-19,,NN12NCG5
2710,"VISSERIE    HEX, NUT 1/2 NC ZINC",51,"HEX, NUT 1/2 NC ZINC",0.0939,,,2018-06-18,,HN12NCP
2711,"VISSERIE    HEX, NUT 1/4- NC - NYLON",51,"HEX, NUT 1/4- NC - NYLON",0.0559,,,2018-07-03,,NN14NCG5
2712,"VISSERIE    HEX, NUT 1/4 NC stainless steel",51,"HEX, NUT 1/4 NC stainless steel",0.06,,,2019-01-11,,HN14NCss
2713,"VISSERIE    HEX, NUT 1/4 NC ZINC",51,"HEX, NUT 1/4 NC ZINC",0.06,,,,,HN14NCP
